"siteID","taxonID","scientificName","LMA_gm2","N_pct","C_pct","d13C","d15N","chlorophyll_mgg","carotenoids_mgg","lignin_pct","cellulose_pct","EWT_g_cm2","n_samples"
"BARR","","",61.605,2.301,48.734125,-29.34625,1.82,1.6132241099978,0.478115912461538,4.32075,24.50475,0.000137131874933479,40
"BART","ACRU","Acer rubrum L.",106.54,1.458,52.232,-27.46,-4.36,1.67282413893664,0.485674058296675,9.982,9.822,0.000105412701378783,5
"BART","ACSAS","Acer saccharum Marshall var. saccharum",109,1.53333333333333,50.4766666666667,-27.3666666666667,-4,1.99436765437946,0.477316717908557,8.18,11.5566666666667,0.000111820470937123,3
"BART","BEAL2","Betula alleghaniensis Britton",95.7333333333333,2.07666666666667,50.1033333333333,-28.2,-2.63333333333333,4.23825242262295,0.770136859493889,19.9333333333333,10.35,0.000116742815645357,3
"BART","BEPAC2","Betula papyrifera Marshall var. cordifolia (Regel) Fernald",92.4,2.065,51.265,-28,-2.25,2.36642487046632,0.446614853195164,14.155,11.855,0.000117159331364574,2
"BART","BEPAP","Betula papyrifera Marshall var. papyrifera",110.2,1.745,51.88,-28,-2.56666666666667,1.90285502435432,0.428281908532762,13.61,9.25333333333333,0.000117100995339085,3
"BART","FAGR","Fagus grandifolia Ehrh.",92.98,1.654,51.745,-27.51,-1.41,2.78754071281741,0.719642977477375,22.222,16.78,7.43064191608084e-05,5
"BART","FRAM2","Fraxinus americana L.",111.8,1.74,49.1166666666667,-25.9333333333333,-2.06666666666667,1.9330719503532,0.454651391722401,12.5,19.9666666666667,0.000120028530355973,3
"BART","FRPE","Fraxinus pennsylvanica Marshall",125.9,1.65,48.93,-27,-3.1,1.98410896708286,0.506242905788876,10.62,19.67,0.000112530413625304,1
"BART","PIRE","Pinus resinosa Aiton",239.9,0.96,53.8,-30.6,-2.3,0.8224,0.1408,24.29,20.83,0.000387152034261242,1
"BART","PIRU","Picea rubens Sarg.",264.333333333333,0.776666666666667,52.3066666666667,-27.3666666666667,-4.56666666666667,0.659889562700437,0.142355379035708,21.4633333333333,19.1733333333333,0.000430161788605541,3
"BART","PIST","Pinus strobus L.",187.4,1.52,52.58,-25.5,2.7,0.584615384615385,0.0882051282051282,17.99,17.74,0.000211914506593906,1
"BART","POGR4","Populus grandidentata Michx.",83.9,2.72,51.325,-30.55,-1.1,10.1646569746486,1.85052505106332,15.5,17.215,9.00377809365067e-05,2
"BART","POTR5","Populus tremuloides Michx.",120.55,2.175,52.22,-28.75,-0.8,4.82314651368049,1.04187812591939,14.295,15.945,0.000117412770762178,2
"BART","QURU","Quercus rubra L.",95.6,2.05,50.56,-28.9,-3.4,3.33709981167608,0.621468926553672,13.49,13.82,0.000105784879420033,1
"BART","TIAM","Tilia americana L.",78.4,2.43,48.94,-27.6,-2.6,2.12641083521445,0.566591422121896,8.02,10.59,9.84872149582757e-05,1
"BART","TSCA","Tsuga canadensis (L.) Carrière",153.84,0.963,52.26,-26.76,-3.06,0.491530304108996,0.146744470451554,10.906,13.32,0.00077548131569827,5
"BLAN","","",46.85,2.07714285714286,47.5714285714286,-23.1,1.80714285714286,2.20080391408643,0.451718067147406,4.73714285714286,28.8292857142857,0.000136578438997908,14
"BLAN","ACNEN","Acer negundo L. var. negundo",60.02,2.308,50.262,-28.22,-0.82,2.03830472564915,0.363214485980783,11.928,15.498,0.000121862642920636,5
"BLAN","AIAL","Ailanthus altissima (Mill.) Swingle",86.925,2.00875,51.26375,-27.6125,2.9875,1.84327183248723,0.438070160730314,8.965,10.595,0.000145597643027464,4
"BLAN","ASTR","Asimina triloba (L.) Dunal",47.3,2.98333333333333,50.61,-28.4666666666667,-0.566666666666667,5.98911718577632,1.17746420878541,9.4,14.1533333333333,9.2013878408481e-05,3
"BLAN","CACO15","Carya cordiformis (Wangenh.) K. Koch",89.575,2.3675,49.7,-27,-0.5,4.11729275425926,0.844031341528925,7.95,11.6625,0.000106971017011313,4
"BLAN","CAGL8","Carya glabra (Mill.) Sweet",102.5,2.42,49.41,-26.4,-1.2,4.09928571428571,0.867857142857143,5.3,16.24,0.000130473420584909,1
"BLAN","CATO6","Carya tomentosa (Lam.) Nutt.",119.3,1.84,51.17,-28.5,-1.8,4.73858921161826,1.0954356846473,13.5,16.55,0.000149343110296364,1
"BLAN","CEOC","Celtis occidentalis L.",76.7,2.695,46.9425,-27.2,-0.175,2.41042277872414,0.602195227916875,6.525,10.895,9.55461661374188e-05,4
"BLAN","CEOR7","Celastrus orbiculatus Thunb.",58.1,1.83,47.11,-29.1,0,2.94351918899348,0.881969587255612,2.5,9.76,0.000122484470808118,1
"BLAN","ELUM","Elaeagnus umbellata Thunb.",75.1,3.48,51.8,-27.6,-0.7,1.75,0.469444444444444,11.7,11.95,0.000120062772977368,1
"BLAN","FRAM2","Fraxinus americana L.",108.466666666667,2.01,50.8766666666667,-26.1666666666667,-0.616666666666667,2.35951223374297,0.460063811939595,10.5833333333333,17.2733333333333,0.000122963244807137,3
"BLAN","JUNI","Juglans nigra L.",84.4,2.57166666666667,51.3116666666667,-27.7833333333333,-1.13333333333333,2.04137914230817,0.538034176001076,7.5,10.775,0.000135190207868406,6
"BLAN","JUVIV","Juniperus virginiana L. var. virginiana",290.32,1.386,53.072,-26.12,-1.02,1.2643774809491,0.287147252737757,13.668,15.678,0.000357272761224198,5
"BLAN","LITU","Liriodendron tulipifera L.",87.26,2.332,50.924,-27.78,-1.38,2.45202506097075,0.508322106028766,11.498,14.466,0.000160764633061569,5
"BLAN","LOMA6","Lonicera maackii (Rupr.) Herder",109.066666666667,1.94333333333333,48.76,-27.7166666666667,-0.0166666666666667,2.37823345040158,0.509248034294801,5.91833333333333,8.34333333333333,0.000135515487572533,6
"BLAN","MAPO","Maclura pomifera (Raf.) C.K. Schneid.",42.3,3.75,50.62,-27.5,-1,4.10912052117264,0.938110749185668,5.36,13.11,0.000132864856231994,1
"BLAN","PIST","Pinus strobus L.",137.15,1.51,54.87,-26.05,-1.65,1.20960034665159,0.222900903774955,16.835,15.57,0.000151661957312904,2
"BLAN","PLOC","Platanus occidentalis L.",98.8,1.24,53.01,-27.6,-1.7,0.941458733205374,0.293666026871401,18.7,13.42,0.000109472203292959,1
"BLAN","PRSES","Prunus serotina Ehrh. var. serotina",94.35,2.278,52.59,-27.96,-1.32,2.65013465754884,0.615832202213795,11.712,11.846,0.00010085289812689,5
"BLAN","QUAL","Quercus alba L.",105.975,2.5525,52.3875,-28.775,-1.05,4.02835448380991,0.869935229276396,11.315,12.9475,0.000104247502341174,4
"BLAN","QUMU","Quercus muehlenbergii Engelm.",98.45,2.39,52.965,-27.7,0.6,4.04671449770209,0.680691821181081,12.5,13.51,0.000114430459508971,2
"BLAN","QURU","Quercus rubra L.",95.3,2.435,53.465,-26.85,-1.05,2.05131974424832,0.371320381805927,16.145,14.145,0.000114027355793092,2
"BLAN","QUVE","Quercus velutina Lam.",132.3,2.23,52.97,-26.8,-1.8,1.28650036683786,0.34446074834923,18.25,15.2,0.000169157127076681,1
"BLAN","RHDA","Rhamnus davurica Pall.",94.6666666666667,2.09,47.2125,-28.4583333333333,-1.00833333333333,1.93767149895701,0.496525780026111,4.93666666666667,9.41166666666667,0.000158211993422939,6
"BLAN","ROPS","Robinia pseudoacacia L.",65.4666666666667,3.33666666666667,52.61,-27.6333333333333,0.0666666666666667,2.33594113366798,0.545819098858202,14.3766666666667,11.7466666666667,9.27436794921795e-05,3
"BLAN","SAAL5","Sassafras albidum (Nutt.) Nees",75.3,2.43,51.36,-27.2,-1.1,1.70341207349081,0.496062992125984,11.12,7.65,0.000117798554496568,1
"BLAN","TEDA","Tetradium daniellii (Benn.) T.G. Hartley",80.3,2.0675,46.2675,-28.6,1.325,2.96130294202852,0.576791913803813,5.1775,10.8975,0.000128115291514961,4
"BLAN","ULMUS","Ulmus sp.",80.1,1.765,48.29,-29,-1.55,2.64961839607719,0.612881603922809,8.615,12.33,0.000102495574206949,2
"BONA","","",88.4,1.81,51.865,-29.1,3.9,4.12264569934217,0.927187282348802,15.57,16.68,0.000122213681905487,2
"BONA","ALVI5","Alnus viridis (Chaix) DC.",73.2,2.565,49.175,-29.25,-0.4,3.20233474928288,0.652670580121322,12.22,11.14,0.000107340067620051,2
"BONA","BEGL/BENA","Betula glandulosa/nana",9.6,1.81,51.88,-30.5,-3.1,1.39109281437126,0.336826347305389,19.49,10.19,3.28483291571035e-05,1
"BONA","BENE4","Betula neoalaskana Sarg.",65.31,2.5975,49.607,-30.815,-2.55,4.77620277701322,0.941700838698893,14.312,10.217,0.000100399453847863,10
"BONA","LALA","Larix laricina (Du Roi) K. Koch",64.8,2.45,51.09,-28.4,0.3,0.780427046263345,0.169750889679715,25.08,16.78,0.000111607142857143,1
"BONA","PIGL","Picea glauca (Moench) Voss",269.257142857143,1.42714285714286,49.08,-30.5428571428571,-2.88571428571429,1.76622067917819,0.254668869408777,13.5528571428571,15.45,0.000359220506186911,7
"BONA","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.",243.2,1.05666666666667,49.6055555555556,-29.2333333333333,-3.17777777777778,1.52811570824939,0.243664521715637,12.37,15.8788888888889,0.000297649898969148,9
"BONA","POBA2","Populus balsamifera L.",71.65,1.895,46.84,-30.9,1.1,3.72887974176759,0.880441147032329,14.295,14.685,0.000121182606593389,2
"BONA","POTR5","Populus tremuloides Michx.",75.47,3.01,49.243,-31.02,-1.41,6.90579376018172,1.36188010436269,14.417,13.79,0.000112196455282855,10
"CLBJ","","",66.6,1.30153846153846,43.2553846153846,-23.9384615384615,-3.67692307692308,2.57758384174688,0.647581937346807,8.09,28.5038461538462,0.000109414573399223,13
"CLBJ","CELA","Celtis laevigata Willd.",64.28,2.428,44.014,-27.06,-1.36,4.63668444296826,1.0168130449988,6.982,13.242,9.08824699289247e-05,5
"CLBJ","JUVI","Juniperus virginiana L.",420.56,1.194,50.537,-26.49,-1.97,1.43834213775192,0.257696642195536,15.205,13.31,0.000413253537514424,10
"CLBJ","MORU2","Morus rubra L.",52.15,3.715,43.575,-27.6,-2.15,3.37413470176201,0.910253820816477,4.235,12.52,0.000129742156874353,2
"CLBJ","PODE3","Populus deltoides W. Bartram ex Marshall",114.5,1.85,46.8,-29.1,-2.3,1.62605042016807,0.382878151260504,12.33,16.61,0.000170590242238144,1
"CLBJ","PRME","Prunus mexicana S. Watson",61.82,1.921,46.606,-29.05,-1.81,4.26259661111328,1.0561552320209,8.422,9.894,0.000100804112959412,5
"CLBJ","QUFU","Quercus fusiformis Small",144.5,1.38333333333333,48.3566666666667,-29.5666666666667,-3.03333333333333,1.15144207817907,0.219025590912341,16.8366666666667,22.7633333333333,0.000160173562785111,3
"CLBJ","QUMA3","Quercus marilandica Münchh.",114.42,1.796,49.07,-29.12,-1.87,3.89622351477219,0.715478965028246,16.96,17.305,0.000119633250256721,10
"CLBJ","QUSH","Quercus shumardii Buckley",81.35,2.065,49.265,-27.9,-2.2,4.05542002280934,0.775313186359971,14.5975,14.5725,9.61915101335616e-05,4
"CLBJ","QUST","Quercus stellata Wangenh.",117.14,2.0005,48.58,-28.73,-2.41,2.92829518744535,0.553974700361572,16.54,16.957,0.000132676311891152,10
"CLBJ","SILA20","Sideroxylon lanuginosum Michx.",95.3,2.29166666666667,48.64,-28.6333333333333,-0.716666666666667,2.88499195723748,0.645692209060441,12.7016666666667,17.3483333333333,0.000105960339978401,6
"CLBJ","ULAL","Ulmus alata Michx.",81.52,2.124,45.738,-27.4,-2.48,4.36493172836086,0.85059948458486,14.926,15.732,0.000100008571133739,5
"CLBJ","ULCR","Ulmus crassifolia Nutt.",106.816666666667,1.82666666666667,44.7683333333333,-28.3333333333333,-2.2,2.3621847839297,0.516781105275052,10.615,15.2566666666667,0.000107776151819563,6
"CPER","","",162.785,2.5275,44.872,-25.8725,1.1075,2.58412365174327,0.669955386397314,3.05944444444444,26.1566666666667,0.000259760798601468,20
"DCFS","","",76.1925,1.73175,45.722375,-27.9575,-0.13,3.07870515414668,0.739304927559022,4.7305,26.121,0.000123100537326076,40
"DEJU","","",110.94,1.496,53.104,-29.16,-1.86,1.54312751597257,0.346254727774993,13.392,15.728,9.82619579409279e-05,5
"DEJU","ALVI5","Alnus viridis (Chaix) DC.",81.8333333333333,3.1,49.6066666666667,-27.2666666666667,-1.23333333333333,6.48997793302668,1.24682738086816,18.3133333333333,14.9833333333333,6.96830268377383e-05,3
"DEJU","BENE4","Betula neoalaskana Sarg.",65.8333333333333,2.35333333333333,51.0166666666667,-28.3333333333333,-2.5,4.42594983942722,0.906587210560842,19.4,14.1866666666667,7.75725583949511e-05,3
"DEJU","BEOC2","Betula occidentalis Hook.",44.1,3.56,49.65,-29.5,3.4,5.24555160142349,0.927639383155398,17.27,13.18,3.33808878521386e-05,1
"DEJU","PIGL","Picea glauca (Moench) Voss",275.177777777778,0.754444444444444,50.9133333333333,-28.5,-4.22222222222222,0.615033645225539,0.125967869035466,14.0722222222222,16.4755555555556,0.000226875619061526,9
"DEJU","PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.",280.359459459459,0.767567567567568,51.6458108108108,-28.4756756756757,-5.77837837837838,0.574066632994273,0.120382199860558,13.9281081081081,17.9063513513514,0.000252046291408085,37
"DEJU","POTR5","Populus tremuloides Michx.",79.1555555555556,2.23833333333333,51.3027777777778,-30.3333333333333,-2.31666666666667,3.43582506507868,0.889046823932416,20.4577777777778,14.8811111111111,6.39168189140236e-05,9
"DELA","ACNE2","Acer negundo L.",64.1,1.67,48.88,-27.5,1,1.52554179566563,0.397058823529412,10.8,13.72,0.000108283475183281,1
"DELA","ACRU","Acer rubrum L.",74.8,1.92555555555556,50.76,-29.2777777777778,2.52222222222222,5.83031123619257,1.04462878088324,10.0455555555556,11.4277777777778,0.000102952997447769,9
"DELA","ACSA2","Acer saccharinum L.",97.2,1.89,49.93,-25.7,4.4,2.23056994818653,0.593264248704663,7.57,7.36,9.65909710336106e-05,1
"DELA","BENI","Betula nigra L.",90.3,1.66,50.53,-29.6,3.9,1.34384164222874,0.345307917888563,32.43,11.77,0.00010755240789465,1
"DELA","CACO15","Carya cordiformis (Wangenh.) K. Koch",99.25,2.125,46.05,-26.55,2.75,1.75224475946313,0.438406725984014,11.61,12.655,0.000125329951499166,2
"DELA","CAOV2","Carya ovata (Mill.) K. Koch",77.65,2.1325,48.5125,-28.475,1.5,7.9406811350671,1.58207721946443,12.5075,17.905,0.000102487018387221,4
"DELA","CATO6","Carya tomentosa (Lam.) Nutt.",68.2888888888889,2.07111111111111,46.9444444444444,-28.8888888888889,2.17777777777778,7.17192906290452,1.23256461403752,9.93,17.4688888888889,9.72734998116041e-05,9
"DELA","CELA","Celtis laevigata Willd.",51.1,2.8,45.5633333333333,-26.9333333333333,2.8,4.91690624114058,1.05791924469816,7.34,11.76,7.93701950138922e-05,6
"DELA","DIVI5","Diospyros virginiana L.",90.7,1.45,51.24,-29.4,2.4,1.05992329817833,0.558005752636625,26.91,15.15,0.000134294075076303,1
"DELA","FRPE","Fraxinus pennsylvanica Marshall",76.7818181818182,2.40090909090909,49.4436363636364,-27.3909090909091,3.73181818181818,4.38005369515385,0.96279995320419,22.63,15.8072727272727,0.000130863318688833,11
"DELA","LIST2","Liquidambar styraciflua L.",92.0333333333333,1.73,50.4933333333333,-29.4166666666667,1.96666666666667,4.32745973353025,0.853842676144776,17.4833333333333,14.24,0.000152113422463832,6
"DELA","NYBI","Nyssa biflora Walter",40.9,2.24,49.26,-31,3.4,7.99004149377593,1.12199170124481,5.44,12.19,9.9238011649246e-05,1
"DELA","PITA","Pinus taeda L.",247.04,1.288,50.384,-29.64,2.38,2.38530872753938,0.437299265762976,15.446,19.2,0.000340068850412934,5
"DELA","PLOC","Platanus occidentalis L.",70.26,2.014,50.072,-27.72,2.94,5.58447704149715,1.07552695221735,23.914,14.22,0.000111682734090427,5
"DELA","QUAL","Quercus alba L.",71.3,2.39,49.5916666666667,-29.7666666666667,1.36666666666667,7.39168874288959,1.28610077831029,12.8933333333333,15.5366666666667,9.63935867051219e-05,3
"DELA","QULY","Quercus lyrata Walter",76.775,2.40375,51.42875,-28.5,6.6625,6.9914062116048,1.19367466077266,22.265,16.6925,9.13331960499573e-05,4
"DELA","QUMI","Quercus michauxii Nutt.",108.34,2.006,51.26,-28.56,3.64,6.13689396271992,1.20586794072388,20.498,17.646,9.90573038445225e-05,5
"DELA","QUNI","Quercus nigra L.",101.04,1.902,50.99,-28.82,3.26,4.82780315321029,0.82840278304074,17.518,18.104,0.000114063654224203,5
"DELA","QUPA5","Quercus pagoda Raf.",100.9,2.145,50.5425,-28.9,2.325,8.3412743152062,1.49351499898918,25.025,18.04,0.000105403622286304,4
"DELA","TADI2","Taxodium distichum (L.) Rich.",106.8,1.98666666666667,50.7933333333333,-27.5666666666667,4.6,1.20183883224392,0.218373124821592,15.3233333333333,12.1766666666667,0.000208403542139896,3
"DELA","TIAMA","Tilia americana L. var. americana",77.2,2.2,50.4,-27.1,1.9,2.15544675642595,0.515911872705018,18.38,11.76,0.000134207965851668,1
"DELA","TRSE6","Triadica sebifera (L.) Small",66.55,2.105,48.15,-28.25,5.15,6.15315608169068,1.28198225660934,1.515,6.75,0.000104513900761071,2
"DELA","ULAM","Ulmus americana L.",37.6,3.18,46.73,-30.2,4.9,9.18878048780488,1.47170731707317,15.22,14.91,8.62886354856997e-05,1
"DSNY","","",89.4210526315789,0.873947368421053,47.4821052631579,-21.5157894736842,-1.86578947368421,1.78656293947021,0.403590826535878,11.2078947368421,34.9984210526316,0.000143213590946645,19
"DSNY","ASRE7","Asimina reticulata Shuttlw. ex Chapm.",107.7,1.395,47.26,-31.4,1.1,1.19711785898096,0.288214101904272,8.15,31.2,0.000126890439461716,1
"DSNY","BERA3","Bejaria racemosa Vent.",95.2,1.22,57.785,-29.8,-0.65,1.11583275503418,0.310839053327818,33.735,10.425,0.00013825650881235,2
"DSNY","CAAM2","Callicarpa americana L.",72.3,2,50.72,-27.2,0,1.74271012006861,0.406518010291595,14.17,18.51,0.000128631219782879,1
"DSNY","GAFR2","Gaylussacia frondosa (L.) Torr. & A. Gray ex Torr.",73.6,1.2,52.58,-33.1,-0.7,1.15585672797677,0.329138431752178,28.58,30.35,0.000106761565836299,1
"DSNY","GANA","Gaylussacia nana (A. Gray) Small",64.7,1.03,51.82,-30.8,-1.6,1.04557179707653,0.302665520206363,11.57,15.57,8.10720516722967e-05,1
"DSNY","GOLA","Gordonia lasianthus (L.) Ellis",182.6,1.21,53.38,-27.7,-3.1,1.07941929974381,0.40136635354398,13.57,16.67,0.000222730485314905,1
"DSNY","HYFA","Hypericum fasciculatum Lam.",132.4,1.04,55.23,-29.6,-5.4,0.5288926843154,0.182749786507259,23.92,12.97,0.000127920733510796,1
"DSNY","ILGL","Ilex glabra (L.) A. Gray",139.028571428571,0.982857142857143,53.8242857142857,-27.9142857142857,-3.9,1.0149684504077,0.362458862783526,14.7078571428571,14.5964285714286,0.000162809081225884,7
"DSNY","LYFR3","Lyonia fruticosa (Michx.) G.S. Torr.",154.65,0.94,54.77,-29.1,-2.25,1.0718695352753,0.241036679682852,25.375,21.565,0.000176041461706383,2
"DSNY","LYLU3","Lyonia lucida (Lam.) K. Koch",182.728571428571,0.757142857142857,53.6714285714286,-29.1428571428571,-2.54285714285714,0.7225462418993,0.227360963078284,17.0414285714286,19.95,0.000177929457229446,7
"DSNY","MOCE2","Morella cerifera (L.) Small",99.4,1.72333333333333,52.7466666666667,-29.6666666666667,-1.5,1.11330639665566,0.304006408814747,25.89,16.9333333333333,0.000137574763326906,3
"DSNY","PEBO","Persea borbonia (L.) Spreng.",91.4,1.21,53.15,-27.1,-4.5,0.808752025931929,0.188006482982172,19.83,18.69,0.0001245170360979,1
"DSNY","PEPA37","Persea palustris (Raf.) Sarg.",92.3,1.32,51.61,-28.3,-7.2,0.854279105628373,0.232845026985351,20.47,13.9,0.000127123585895891,1
"DSNY","PIELD","Pinus elliottii Engelm. var. densa Little & Dorman",313.48,0.821,52.23,-28.54,-2.89,0.693012081330123,0.140120902088065,20.986,24.23,0.000426569691200513,5
"DSNY","PIPA2","Pinus palustris Mill.",288.26,0.672,51.281,-27.36,-3.63,0.588936052710538,0.144574203510706,18.026,27.156,0.000390140146669939,5
"DSNY","QUCH","Quercus chapmanii Sarg.",141.6,1.34,50.64,-27.95,-3.7,1.93195546743268,0.439975686873292,24.63,21.575,0.0001231507864437,2
"DSNY","QUGE2","Quercus geminata Small",208.2,1.36333333333333,50.4933333333333,-28.0666666666667,-3.5,2.51603587079508,0.556357814204441,23.4466666666667,25.97,0.000169394655905789,3
"DSNY","QUMI2","Quercus minima (Sarg.) Small",174.633333333333,1.06,49.5575,-30.525,-2.4,1.67353231261227,0.399451291551062,23.6025,26.3225,0.000141177280887359,4
"DSNY","QUMY","Quercus myrtifolia Willd.",143.58,1.322,51.864,-27.9,-3.54,1.28324713104183,0.306803584484139,24.522,22.374,0.000130120680817985,5
"DSNY","QUNI","Quercus nigra L.",116.2,1.46,50.94,-28.3,-1.7,1.6170531039641,0.287210172026926,15.17,21.56,0.000112792931787132,1
"DSNY","QUPU80","Quercus pumila Walter",128.5,1.55,51.32,-29.8,-1.6,1.10887096774194,0.260752688172043,23.6,23.47,9.47381897324286e-05,1
"DSNY","QUVI","Quercus virginiana Mill.",156,1.5,51.18,-30.5,-1.9,4.48,0.8448,18.5,24.7,0.000156601807977955,1
"DSNY","RHCO","Rhus copallinum L.",108.5,1.81,53.41,-26.9,-5,1.66340933767644,0.395222584147666,11.01,8.57,0.000165494729206397,1
"DSNY","SAPA","Sabal palmetto (Walter) Lodd. ex Schult. & Schult. f.",265.6,1.19,48.17,-29.7,-3.6,0.943325526932084,0.317564402810304,16.21,34.66,0.000228157481707907,1
"DSNY","SERE2","Serenoa repens (W. Bartram) Small",225.357142857143,1.05321428571429,49.3846428571429,-28.05,-1.35357142857143,1.48670236304363,0.46536647335741,15.9228571428571,37.7457142857143,0.000246447212559444,14
"DSNY","TAAS","Taxodium ascendens Brongn.",203.2,1.85,50.95,-26.5,-2.6,0.675105485232067,0.154008438818565,10.67,18.2,0.00043272207160088,1
"DSNY","VIRO3","Vitis rotundifolia Michx.",53.7,1.5,48.19,-30,-3.7,1.40242763772176,0.19047619047619,14.33,22.26,0.000128929654560249,1
"GRSM","ABFR","Abies fraseri (Pursh) Poir.",166.05,1.15,46.75,-30.1,-1.1,1.6185482485935,0.20038811968701,8.495,9.895,0.00013523240611845,2
"GRSM","ACRU","Acer rubrum L.",74.95,1.56666666666667,47.895,-28.4458333333333,-5.42916666666667,2.31123929753468,0.389911131508051,8.59666666666667,10.6458333333333,0.000156027776314863,12
"GRSM","ACRUR","Acer rubrum L. var. rubrum",78.4,1.9,47.3,-26.4,-2.8,2.8,0.206666666666667,8.06,7.48,9.11152077638633e-05,1
"GRSM","ACSA3","Acer saccharum Marshall",82.4,1.69,50.66,-27.7,-2.8,2.07740324594257,0.444444444444444,9.39,12.77,8.88768235682924e-05,1
"GRSM","BEAL2","Betula alleghaniensis Britton",41.3666666666667,3.73333333333333,46.1866666666667,-28.1666666666667,-2.73333333333333,2.36457740449589,0.223582466084147,10.2933333333333,6.14333333333333,0.000214623202480663,3
"GRSM","BELE","Betula lenta L.",44.4857142857143,2.31285714285714,47.4871428571429,-29.7071428571429,-2.82857142857143,4.26694024500579,0.538279572629878,14.8028571428571,13.26,0.000102514510499765,7
"GRSM","CACO15","Carya cordiformis (Wangenh.) K. Koch",78.3,2.31,47.42,-27.9,-0.5,2.581589958159,0.51255230125523,8.11,12.62,0.000613221796212385,1
"GRSM","CAGL8","Carya glabra (Mill.) Sweet",91.9666666666667,2.22666666666667,47.6633333333333,-27.7,-2.36666666666667,2.14800737248139,0.368984022015299,10.41,16.8333333333333,0.000582963602709713,3
"GRSM","HATE3","Halesia tetraptera Ellis",36.75,2.06,47.885,-30.15,-2.025,2.65612630076986,0.297201269489924,8.3325,11.3525,7.7297049399189e-05,4
"GRSM","JUNI","Juglans nigra L.",66.1,2.365,46.945,-28.5,-2.4,2.78396028414595,0.582854375201808,7.785,13.055,0.000304597782192548,2
"GRSM","LIST2","Liquidambar styraciflua L.",80.2,1.655,49.92,-28.5,-4.8,1.58892022390292,0.32907023754351,16.49,15.025,0.000430104435767952,2
"GRSM","LITU","Liriodendron tulipifera L.",54.68,2.275,46.189,-29.22,-3.88666666666667,2.39307449239146,0.364700154785025,12.2126666666667,14.492,0.000183758524959481,15
"GRSM","MAAC","Magnolia acuminata (L.) L.",59.5,2.18,47.22,-28.4,-2.4,7.87257617728532,1.46260387811634,8.11,16.23,0.000140559400885056,1
"GRSM","OXAR","Oxydendrum arboreum (L.) DC.",37.9666666666667,2.00166666666667,46.2066666666667,-29.4333333333333,-3.38333333333333,1.54644683976125,0.209467856301819,6.64833333333333,13.4416666666667,0.000153524699233669,6
"GRSM","PIPU5","Pinus pungens Lamb.",277.7,1,53,-29.1,-4.5,0.814266487213997,0.100942126514132,15.45,19.51,0.00281527231892195,1
"GRSM","PIRU","Picea rubens Sarg.",382.7,0.9175,47.8725,-29.075,-2.4,1.10355533745816,0.0770935657627017,15.0175,14.7675,0.00233897819686471,4
"GRSM","PLOC","Platanus occidentalis L.",78.6666666666667,1.89333333333333,49.9916666666667,-27.1,-0.483333333333333,2.26613032797606,0.435570890747954,24.02,15.8566666666667,0.000260577212429518,3
"GRSM","PRSE2","Prunus serotina Ehrh.",67.7,1.85,48.1,-28,-3.7,2.64411366711773,0.454668470906631,12.79,15.32,0.000453112426557316,1
